 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Surface Pressure (hpa), Pressure Level (hPa), Delta Pressure (hPa)
1011,200,37.5
1011,175,25
1011,150,25
1011,125,25
1011,100,22.5
1011,80,15
1011,70,10
1011,60,10
1011,50,10
1011,40,10
1011,30,7.5
1011,25,5
1011,20,2.5
1012,1000,37
1012,950,50
1012,900,50
1012,850,50
1012,800,50
1012,750,50
1012,700,50
1012,650,50
1012,600,50
1012,550,50
1012,500,50
1012,450,50
1012,400,50
1012,350,50
1012,300,50
1012,250,50
1012,200,37.5
1012,175,25
1012,150,25
1012,125,25
1012,100,22.5
1012,80,15
1012,70,10
1012,60,10
1012,50,10
1012,40,10
1012,30,7.5
1012,25,5
1012,20,2.5
1013,1000,38
1013,950,50
1013,900,50
1013,850,50
1013,800,50
1013,750,50
1013,700,50
1013,650,50
1013,600,50
1013,550,50
1013,500,50
1013,450,50
1013,400,50
1013,350,50
1013,300,50
1013,250,50
1013,200,37.5
1013,175,25
1013,150,25
1013,125,25
1013,100,22.5
1013,80,15
1013,70,10
1013,60,10
1013,50,10
1013,40,10
1013,30,7.5
1013,25,5
1013,20,2.5
1014,1000,39
1014,950,50
1014,900,50
1014,850,50
1014,800,50
1014,750,50
1014,700,50
1014,650,50
1014,600,50
1014,550,50
1014,500,50
1014,450,50
1014,400,50
1014,350,50
1014,300,50
1014,250,50
1014,200,37.5
1014,175,25
1014,150,25
1014,125,25
1014,100,22.5
1014,80,15
1014,70,10
1014,60,10
1014,50,10
1014,40,10
1014,30,7.5
1014,25,5
1014,20,2.5
1015,1000,40
1015,950,50
1015,900,50
1015,850,50
1015,800,50
1015,750,50
1015,700,50
1015,650,50
1015,600,50
1015,550,50
1015,500,50
1015,450,50
1015,400,50
1015,350,50
1015,300,50
1015,250,50
1015,200,37.5
1015,175,25
1015,150,25
1015,125,25
1015,100,22.5
1015,80,15
1015,70,10
1015,60,10
1015,50,10
1015,40,10
1015,30,7.5
1015,25,5
1015,20,2.5
1016,1000,41
1016,950,50
1016,900,50
1016,850,50
1016,800,50
1016,750,50
1016,700,50
1016,650,50
1016,600,50
1016,550,50
1016,500,50
1016,450,50
1016,400,50
1016,350,50
1016,300,50
1016,250,50
1016,200,37.5
1016,175,25
1016,150,25
1016,125,25
1016,100,22.5
1016,80,15
1016,70,10
1016,60,10
1016,50,10
1016,40,10
1016,30,7.5
1016,25,5
1016,20,2.5
1017,1000,42
1017,950,50
1017,900,50
1017,850,50
1017,800,50
1017,750,50
1017,700,50
1017,650,50
1017,600,50
1017,550,50
1017,500,50
1017,450,50
1017,400,50
1017,350,50
1017,300,50
1017,250,50
1017,200,37.5
1017,175,25
1017,150,25
1017,125,25
1017,100,22.5
1017,80,15
1017,70,10
1017,60,10
1017,50,10
1017,40,10
1017,30,7.5
1017,25,5
1017,20,2.5
1018,1000,43
1018,950,50
1018,900,50
1018,850,50
1018,800,50
1018,750,50
1018,700,50
1018,650,50
1018,600,50
1018,550,50
1018,500,50
1018,450,50
1018,400,50
1018,350,50
1018,300,50
1018,250,50
1018,200,37.5
1018,175,25
1018,150,25
1018,125,25
1018,100,22.5
1018,80,15
1018,70,10
1018,60,10
1018,50,10
1018,40,10
1018,30,7.5
1018,25,5
1018,20,2.5
1019,1000,44
1019,950,50
1019,900,50
1019,850,50
1019,800,50
1019,750,50
1019,700,50
1019,650,50
1019,600,50
1019,550,50
1019,500,50
1019,450,50
1019,400,50
1019,350,50
1019,300,50
1019,250,50
1019,200,37.5
1019,175,25
1019,150,25
1019,125,25
1019,100,22.5
1019,80,15
1019,70,10
1019,60,10
1019,50,10
1019,40,10
1019,30,7.5
1019,25,5
1019,20,2.5
1020,1000,45
1020,950,50
1020,900,50
1020,850,50
1020,800,50
1020,750,50
1020,700,50
1020,650,50
1020,600,50
1020,550,50
1020,500,50
1020,450,50
1020,400,50
1020,350,50
1020,300,50
1020,250,50
1020,200,37.5
1020,175,25
1020,150,25
1020,125,25
1020,100,22.5
1020,80,15
1020,70,10
1020,60,10
1020,50,10
1020,40,10
1020,30,7.5
1020,25,5
1020,20,2.5
1021,1000,46
1021,950,50
1021,900,50
1021,850,50
1021,800,50
1021,750,50
1021,700,50
1021,650,50
1021,600,50
1021,550,50
1021,500,50
1021,450,50
1021,400,50
1021,350,50
1021,300,50
1021,250,50
1021,200,37.5
1021,175,25
1021,150,25
1021,125,25
1021,100,22.5
1021,80,15
1021,70,10
1021,60,10
1021,50,10
1021,40,10
1021,30,7.5
1021,25,5
1021,20,2.5
1022,1000,47
1022,950,50
1022,900,50
1022,850,50
1022,800,50
1022,750,50
1022,700,50
1022,650,50
1022,600,50
1022,550,50
1022,500,50
1022,450,50
1022,400,50
1022,350,50
1022,300,50
1022,250,50
1022,200,37.5
1022,175,25
1022,150,25
1022,125,25
1022,100,22.5
1022,80,15
1022,70,10
1022,60,10
1022,50,10
1022,40,10
1022,30,7.5
1022,25,5
1022,20,2.5
1023,1000,48
1023,950,50
1023,900,50
1023,850,50
1023,800,50
1023,750,50
1023,700,50
1023,650,50
1023,600,50
1023,550,50
1023,500,50
1023,450,50
1023,400,50
1023,350,50
1023,300,50
1023,250,50
1023,200,37.5
1023,175,25
1023,150,25
1023,125,25
1023,100,22.5
1023,80,15
1023,70,10
1023,60,10
1023,50,10
1023,40,10
1023,30,7.5
1023,25,5
1023,20,2.5
1024,1000,49
1024,950,50
1024,900,50
1024,850,50
1024,800,50
1024,750,50
1024,700,50
1024,650,50
1024,600,50
1024,550,50
1024,500,50
1024,450,50
1024,400,50
1024,350,50
1024,300,50
1024,250,50
1024,200,37.5
1024,175,25
1024,150,25
1024,125,25
1024,100,22.5
1024,80,15
1024,70,10
1024,60,10
1024,50,10
1024,40,10
1024,30,7.5
1024,25,5
1024,20,2.5
1025,1000,50
1025,950,50
1025,900,50
1025,850,50
1025,800,50
1025,750,50
1025,700,50
1025,650,50
1025,600,50
1025,550,50
1025,500,50
1025,450,50
1025,400,50
1025,350,50
1025,300,50
1025,250,50
1025,200,37.5
1025,175,25
1025,150,25
1025,125,25
1025,100,22.5
1025,80,15
1025,70,10
1025,60,10
1025,50,10
1025,40,10
1025,30,7.5
1025,25,5
1025,20,2.5
1026,1000,51
1026,950,50
1026,900,50
1026,850,50
1026,800,50
1026,750,50
1026,700,50
1026,650,50
1026,600,50
1026,550,50
1026,500,50
1026,450,50
1026,400,50
1026,350,50
1026,300,50
1026,250,50
1026,200,37.5
1026,175,25
1026,150,25
1026,125,25
1026,100,22.5
1026,80,15
1026,70,10
1026,60,10
1026,50,10
1026,40,10
1026,30,7.5
1026,25,5
1026,20,2.5
1027,1000,52
1027,950,50
1027,900,50
1027,850,50
1027,800,50
1027,750,50
1027,700,50
1027,650,50
1027,600,50
1027,550,50
1027,500,50
1027,450,50
1027,400,50
1027,350,50
1027,300,50
1027,250,50
1027,200,37.5
1027,175,25
1027,150,25
1027,125,25
1027,100,22.5
1027,80,15
1027,70,10
1027,60,10
1027,50,10
1027,40,10
1027,30,7.5
1027,25,5
1027,20,2.5
1028,1000,53
1028,950,50
1028,900,50
1028,850,50
1028,800,50
1028,750,50
1028,700,50
1028,650,50
1028,600,50
1028,550,50
1028,500,50
1028,450,50
1028,400,50
1028,350,50
1028,300,50
1028,250,50
1028,200,37.5
1028,175,25
1028,150,25
1028,125,25
1028,100,22.5
1028,80,15
1028,70,10
1028,60,10
1028,50,10
1028,40,10
1028,30,7.5
1028,25,5
1028,20,2.5
1029,1000,54
1029,950,50
1029,900,50
1029,850,50
1029,800,50
1029,750,50
1029,700,50
1029,650,50
1029,600,50
1029,550,50
1029,500,50
1029,450,50
1029,400,50
1029,350,50
1029,300,50
1029,250,50
1029,200,37.5
1029,175,25
1029,150,25
1029,125,25
1029,100,22.5
1029,80,15
1029,70,10
1029,60,10
1029,50,10
1029,40,10
1029,30,7.5
1029,25,5
1029,20,2.5
1030,1000,55
1030,950,50
1030,900,50
1030,850,50
1030,800,50
1030,750,50
1030,700,50
1030,650,50
1030,600,50
1030,550,50
1030,500,50
1030,450,50
1030,400,50
1030,350,50
1030,300,50
1030,250,50
1030,200,37.5
1030,175,25
1030,150,25
1030,125,25
1030,100,22.5
1030,80,15
1030,70,10
1030,60,10
1030,50,10
1030,40,10
1030,30,7.5
1030,25,5
1030,20,2.5
1031,1000,56
1031,950,50
1031,900,50
1031,850,50
1031,800,50
1031,750,50
1031,700,50
1031,650,50
1031,600,50
1031,550,50
1031,500,50
1031,450,50
1031,400,50
1031,350,50
1031,300,50
1031,250,50
1031,200,37.5
1031,175,25
1031,150,25
1031,125,25
1031,100,22.5
1031,80,15
1031,70,10
1031,60,10
1031,50,10
1031,40,10
1031,30,7.5
1031,25,5
1031,20,2.5
1032,1000,57
1032,950,50
1032,900,50
1032,850,50
1032,800,50
1032,750,50
1032,700,50
1032,650,50
1032,600,50
1032,550,50
1032,500,50
1032,450,50
1032,400,50
1032,350,50
1032,300,50
1032,250,50
1032,200,37.5
1032,175,25
1032,150,25
1032,125,25
1032,100,22.5
1032,80,15
1032,70,10
1032,60,10
1032,50,10
1032,40,10
1032,30,7.5
1032,25,5
1032,20,2.5
1033,1000,58
1033,950,50
1033,900,50
1033,850,50
1033,800,50
1033,750,50
1033,700,50
1033,650,50
1033,600,50
1033,550,50
1033,500,50
1033,450,50
1033,400,50
1033,350,50
1033,300,50
1033,250,50
1033,200,37.5
1033,175,25
1033,150,25
1033,125,25
1033,100,22.5
1033,80,15
1033,70,10
1033,60,10
1033,50,10
1033,40,10
1033,30,7.5
1033,25,5
1033,20,2.5
1034,1000,59
1034,950,50
1034,900,50
1034,850,50
1034,800,50
1034,750,50
1034,700,50
1034,650,50
1034,600,50
1034,550,50
1034,500,50
1034,450,50
1034,400,50
1034,350,50
1034,300,50
1034,250,50
1034,200,37.5
1034,175,25
1034,150,25
1034,125,25
1034,100,22.5
1034,80,15
1034,70,10
1034,60,10
1034,50,10
1034,40,10
1034,30,7.5
1034,25,5
1034,20,2.5
1035,1000,60
1035,950,50
1035,900,50
1035,850,50
1035,800,50
1035,750,50
1035,700,50
1035,650,50
1035,600,50
1035,550,50
1035,500,50
1035,450,50
1035,400,50
1035,350,50
1035,300,50
1035,250,50
1035,200,37.5
1035,175,25
1035,150,25
1035,125,25
1035,100,22.5
1035,80,15
1035,70,10
1035,60,10
1035,50,10
1035,40,10
1035,30,7.5
1035,25,5
1035,20,2.5
1036,1000,61
1036,950,50
1036,900,50
1036,850,50
1036,800,50
1036,750,50
1036,700,50
1036,650,50
1036,600,50
1036,550,50
1036,500,50
1036,450,50
1036,400,50
1036,350,50
1036,300,50
1036,250,50
1036,200,37.5
1036,175,25
1036,150,25
1036,125,25
1036,100,22.5
1036,80,15
1036,70,10
1036,60,10
1036,50,10
1036,40,10
1036,30,7.5
1036,25,5
1036,20,2.5
1037,1000,62
1037,950,50
1037,900,50
1037,850,50
1037,800,50
1037,750,50
1037,700,50
1037,650,50
1037,600,50
1037,550,50
1037,500,50
1037,450,50
1037,400,50
1037,350,50
1037,300,50
1037,250,50
1037,200,37.5
1037,175,25
1037,150,25
1037,125,25
1037,100,22.5
1037,80,15
1037,70,10
1037,60,10
1037,50,10
1037,40,10
1037,30,7.5
1037,25,5
1037,20,2.5
1038,1000,63
1038,950,50
1038,900,50
1038,850,50
1038,800,50
1038,750,50
1038,700,50
1038,650,50
1038,600,50
1038,550,50
1038,500,50
1038,450,50
1038,400,50
1038,350,50
1038,300,50
1038,250,50
1038,200,37.5
1038,175,25
1038,150,25
1038,125,25
1038,100,22.5
1038,80,15
1038,70,10
1038,60,10
1038,50,10
1038,40,10
1038,30,7.5
1038,25,5
1038,20,2.5
1039,1000,64
1039,950,50
1039,900,50
1039,850,50
1039,800,50
1039,750,50
1039,700,50
1039,650,50
1039,600,50
1039,550,50
1039,500,50
1039,450,50
1039,400,50
1039,350,50
1039,300,50
1039,250,50
1039,200,37.5
1039,175,25
1039,150,25
1039,125,25
1039,100,22.5
1039,80,15
1039,70,10
1039,60,10
1039,50,10
1039,40,10
1039,30,7.5
1039,25,5
1039,20,2.5
1040,1000,65
1040,950,50
1040,900,50
1040,850,50
1040,800,50
1040,750,50
1040,700,50
1040,650,50
1040,600,50
1040,550,50
1040,500,50
1040,450,50
1040,400,50
1040,350,50
1040,300,50
1040,250,50
1040,200,37.5
1040,175,25
1040,150,25
1040,125,25
1040,100,22.5
1040,80,15
1040,70,10
1040,60,10
1040,50,10
1040,40,10
1040,30,7.5
1040,25,5
1040,20,2.5
1041,1000,66
1041,950,50
1041,900,50
1041,850,50
1041,800,50
1041,750,50
1041,700,50
1041,650,50
1041,600,50
1041,550,50
1041,500,50
1041,450,50
1041,400,50
1041,350,50
1041,300,50
1041,250,50
1041,200,37.5
1041,175,25
1041,150,25
1041,125,25
1041,100,22.5
1041,80,15
1041,70,10
1041,60,10
1041,50,10
1041,40,10
1041,30,7.5
1041,25,5
1041,20,2.5
1042,1000,67
1042,950,50
1042,900,50
1042,850,50
1042,800,50
1042,750,50
1042,700,50
1042,650,50
1042,600,50
1042,550,50
1042,500,50
1042,450,50
1042,400,50
1042,350,50
1042,300,50
1042,250,50
1042,200,37.5
1042,175,25
1042,150,25
1042,125,25
1042,100,22.5
1042,80,15
1042,70,10
1042,60,10
1042,50,10
1042,40,10
1042,30,7.5
1042,25,5
1042,20,2.5
1043,1000,68
1043,950,50
1043,900,50
1043,850,50
1043,800,50
1043,750,50
1043,700,50
1043,650,50
1043,600,50
1043,550,50
1043,500,50
1043,450,50
1043,400,50
1043,350,50
1043,300,50
1043,250,50
1043,200,37.5
1043,175,25
1043,150,25
1043,125,25
1043,100,22.5
1043,80,15
1043,70,10
1043,60,10
1043,50,10
1043,40,10
1043,30,7.5
1043,25,5
1043,20,2.5
1044,1000,69
1044,950,50
1044,900,50
1044,850,50
1044,800,50
1044,750,50
1044,700,50
1044,650,50
1044,600,50
1044,550,50
1044,500,50
1044,450,50
1044,400,50
1044,350,50
1044,300,50
1044,250,50
1044,200,37.5
1044,175,25
1044,150,25
1044,125,25
1044,100,22.5
1044,80,15
1044,70,10
1044,60,10
1044,50,10
1044,40,10
1044,30,7.5
1044,25,5
1044,20,2.5
1045,1000,70
1045,950,50
1045,900,50
1045,850,50
1045,800,50
1045,750,50
1045,700,50
1045,650,50
1045,600,50
1045,550,50
1045,500,50
1045,450,50
1045,400,50
1045,350,50
1045,300,50
1045,250,50
1045,200,37.5
1045,175,25
1045,150,25
1045,125,25
1045,100,22.5
1045,80,15
1045,70,10
1045,60,10
1045,50,10
1045,40,10
1045,30,7.5
1045,25,5
1045,20,2.5
1046,1000,71
1046,950,50
1046,900,50
1046,850,50
1046,800,50
1046,750,50
1046,700,50
1046,650,50
1046,600,50
1046,550,50
1046,500,50
1046,450,50
1046,400,50
1046,350,50
1046,300,50
1046,250,50
1046,200,37.5
1046,175,25
1046,150,25
1046,125,25
1046,100,22.5
1046,80,15
1046,70,10
1046,60,10
1046,50,10
1046,40,10
1046,30,7.5
1046,25,5
1046,20,2.5
1047,1000,72
1047,950,50
1047,900,50
1047,850,50
1047,800,50
1047,750,50
1047,700,50
1047,650,50
1047,600,50
1047,550,50
1047,500,50
1047,450,50
1047,400,50
1047,350,50
1047,300,50
1047,250,50
1047,200,37.5
1047,175,25
1047,150,25
1047,125,25
1047,100,22.5
1047,80,15
1047,70,10
1047,60,10
1047,50,10
1047,40,10
1047,30,7.5
1047,25,5
1047,20,2.5
1048,1000,73
1048,950,50
1048,900,50
1048,850,50
1048,800,50
1048,750,50
1048,700,50
1048,650,50
1048,600,50
1048,550,50
1048,500,50
1048,450,50
1048,400,50
1048,350,50
1048,300,50
1048,250,50
1048,200,37.5
1048,175,25
1048,150,25
1048,125,25
1048,100,22.5
1048,80,15
1048,70,10
1048,60,10
1048,50,10
1048,40,10
1048,30,7.5
1048,25,5
1048,20,2.5
1049,1000,74
1049,950,50
1049,900,50
1049,850,50
1049,800,50
1049,750,50
1049,700,50
1049,650,50
1049,600,50
1049,550,50
1049,500,50
1049,450,50
1049,400,50
1049,350,50
1049,300,50
1049,250,50
1049,200,37.5
1049,175,25
1049,150,25
1049,125,25
1049,100,22.5
1049,80,15
1049,70,10
1049,60,10
1049,50,10
1049,40,10
1049,30,7.5
1049,25,5
1049,20,2.5
1050,1000,75
1050,950,50
1050,900,50
1050,850,50
1050,800,50
1050,750,50
1050,700,50
1050,650,50
1050,600,50
1050,550,50
1050,500,50
1050,450,50
1050,400,50
1050,350,50
1050,300,50
1050,250,50
1050,200,37.5
1050,175,25
1050,150,25
1050,125,25
1050,100,22.5
1050,80,15
1050,70,10
1050,60,10
1050,50,10
1050,40,10
1050,30,7.5
1050,25,5
1050,20,2.5
1051,1000,76
1051,950,50
1051,900,50
1051,850,50
1051,800,50
1051,750,50
1051,700,50
1051,650,50
1051,600,50
1051,550,50
1051,500,50
1051,450,50
1051,400,50
1051,350,50
1051,300,50
1051,250,50
1051,200,37.5
1051,175,25
1051,150,25
1051,125,25
1051,100,22.5
1051,80,15
1051,70,10
1051,60,10
1051,50,10
1051,40,10
1051,30,7.5
1051,25,5
1051,20,2.5
1052,1000,77
1052,950,50
1052,900,50
1052,850,50
1052,800,50
1052,750,50
1052,700,50
1052,650,50
1052,600,50
1052,550,50
1052,500,50
1052,450,50
1052,400,50
1052,350,50
1052,300,50
1052,250,50
1052,200,37.5
1052,175,25
1052,150,25
1052,125,25
1052,100,22.5
1052,80,15
1052,70,10
1052,60,10
1052,50,10
1052,40,10
1052,30,7.5
1052,25,5
1052,20,2.5
1053,1000,78
1053,950,50
1053,900,50
1053,850,50
1053,800,50
1053,750,50
1053,700,50
1053,650,50
1053,600,50
1053,550,50
1053,500,50
1053,450,50
1053,400,50
1053,350,50
1053,300,50
1053,250,50
1053,200,37.5
1053,175,25
1053,150,25
1053,125,25
1053,100,22.5
1053,80,15
1053,70,10
1053,60,10
1053,50,10
1053,40,10
1053,30,7.5
1053,25,5
1053,20,2.5
1054,1000,79
1054,950,50
1054,900,50
1054,850,50
1054,800,50
1054,750,50
1054,700,50
1054,650,50
1054,600,50
1054,550,50
1054,500,50
1054,450,50
1054,400,50
1054,350,50
1054,300,50
1054,250,50
1054,200,37.5
1054,175,25
1054,150,25
1054,125,25
1054,100,22.5
1054,80,15
1054,70,10
1054,60,10
1054,50,10
1054,40,10
1054,30,7.5
1054,25,5
1054,20,2.5
1055,1000,80
1055,950,50
1055,900,50
1055,850,50
1055,800,50
1055,750,50
1055,700,50
1055,650,50
1055,600,50
1055,550,50
1055,500,50
1055,450,50
1055,400,50
1055,350,50
1055,300,50
1055,250,50
1055,200,37.5
1055,175,25
1055,150,25
1055,125,25
1055,100,22.5
1055,80,15
1055,70,10
1055,60,10
1055,50,10
1055,40,10
1055,30,7.5
1055,25,5
1055,20,2.5
1056,1000,81
1056,950,50
1056,900,50
1056,850,50
1056,800,50
1056,750,50
1056,700,50
1056,650,50
1056,600,50
1056,550,50
1056,500,50
1056,450,50
1056,400,50
1056,350,50
1056,300,50
1056,250,50
1056,200,37.5
1056,175,25
1056,150,25
1056,125,25
1056,100,22.5
1056,80,15
1056,70,10
1056,60,10
1056,50,10
1056,40,10
1056,30,7.5
1056,25,5
1056,20,2.5
1057,1000,82
1057,950,50
1057,900,50
1057,850,50
1057,800,50
1057,750,50
1057,700,50
1057,650,50
1057,600,50
1057,550,50
1057,500,50
1057,450,50
1057,400,50
1057,350,50
1057,300,50
1057,250,50
1057,200,37.5
1057,175,25
1057,150,25
1057,125,25
1057,100,22.5
1057,80,15
1057,70,10
1057,60,10
1057,50,10
1057,40,10
1057,30,7.5
1057,25,5
1057,20,2.5
1058,1000,83
1058,950,50
1058,900,50
1058,850,50
1058,800,50
1058,750,50
1058,700,50
1058,650,50
1058,600,50
1058,550,50
1058,500,50
1058,450,50
1058,400,50
1058,350,50
1058,300,50
1058,250,50
1058,200,37.5
1058,175,25
1058,150,25
1058,125,25
1058,100,22.5
1058,80,15
1058,70,10
1058,60,10
1058,50,10
1058,40,10
1058,30,7.5
1058,25,5
1058,20,2.5
1059,1000,84
1059,950,50
1059,900,50
1059,850,50
1059,800,50
1059,750,50
1059,700,50
1059,650,50
1059,600,50
1059,550,50
1059,500,50
1059,450,50
1059,400,50
1059,350,50
1059,300,50
1059,250,50
1059,200,37.5
1059,175,25
1059,150,25
1059,125,25
1059,100,22.5
1059,80,15
1059,70,10
1059,60,10
1059,50,10
1059,40,10
1059,30,7.5
1059,25,5
1059,20,2.5
1060,1000,85
1060,950,50
1060,900,50
1060,850,50
1060,800,50
1060,750,50
1060,700,50
1060,650,50
1060,600,50
1060,550,50
1060,500,50
1060,450,50
1060,400,50
1060,350,50
1060,300,50
1060,250,50
1060,200,37.5
1060,175,25
1060,150,25
1060,125,25
1060,100,22.5
1060,80,15
1060,70,10
1060,60,10
1060,50,10
1060,40,10
1060,30,7.5
1060,25,5
1060,20,2.5
1061,1000,86
1061,950,50
1061,900,50
1061,850,50
1061,800,50
1061,750,50
1061,700,50
1061,650,50
1061,600,50
1061,550,50
1061,500,50
1061,450,50
1061,400,50
1061,350,50
1061,300,50
1061,250,50
1061,200,37.5
1061,175,25
1061,150,25
1061,125,25
1061,100,22.5
1061,80,15
1061,70,10
1061,60,10
1061,50,10
1061,40,10
1061,30,7.5
1061,25,5
1061,20,2.5
1062,1000,87
1062,950,50
1062,900,50
1062,850,50
1062,800,50
1062,750,50
1062,700,50
1062,650,50
1062,600,50
1062,550,50
1062,500,50
1062,450,50
1062,400,50
1062,350,50
1062,300,50
1062,250,50
1062,200,37.5
1062,175,25
1062,150,25
1062,125,25
1062,100,22.5
1062,80,15
1062,70,10
1062,60,10
1062,50,10
1062,40,10
1062,30,7.5
1062,25,5
1062,20,2.5
1063,1000,88
1063,950,50
1063,900,50
1063,850,50
1063,800,50
1063,750,50
1063,700,50
1063,650,50
1063,600,50
1063,550,50
1063,500,50
1063,450,50
1063,400,50
1063,350,50
1063,300,50
1063,250,50
1063,200,37.5
1063,175,25
1063,150,25
1063,125,25
1063,100,22.5
1063,80,15
1063,70,10
1063,60,10
1063,50,10
1063,40,10
1063,30,7.5
1063,25,5
1063,20,2.5
1064,1000,89
1064,950,50
1064,900,50
1064,850,50
1064,800,50
1064,750,50
1064,700,50
1064,650,50
1064,600,50
1064,550,50
1064,500,50
1064,450,50
1064,400,50
1064,350,50
1064,300,50
1064,250,50
1064,200,37.5
1064,175,25
1064,150,25
1064,125,25
1064,100,22.5
1064,80,15
1064,70,10
1064,60,10
1064,50,10
1064,40,10
1064,30,7.5
1064,25,5
1064,20,2.5
1065,1000,90
1065,950,50
1065,900,50
1065,850,50
1065,800,50
1065,750,50
1065,700,50
1065,650,50
1065,600,50
1065,550,50
1065,500,50
1065,450,50
1065,400,50
1065,350,50
1065,300,50
1065,250,50
1065,200,37.5
1065,175,25
1065,150,25
1065,125,25
1065,100,22.5
1065,80,15
1065,70,10
1065,60,10
1065,50,10
1065,40,10
1065,30,7.5
1065,25,5
1065,20,2.5
1066,1000,91
1066,950,50
1066,900,50
1066,850,50
1066,800,50
1066,750,50
1066,700,50
1066,650,50
1066,600,50
1066,550,50
1066,500,50
1066,450,50
1066,400,50
1066,350,50
1066,300,50
1066,250,50
1066,200,37.5
1066,175,25
1066,150,25
1066,125,25
1066,100,22.5
1066,80,15
1066,70,10
1066,60,10
1066,50,10
1066,40,10
1066,30,7.5
1066,25,5
1066,20,2.5
1067,1000,92
1067,950,50
1067,900,50
1067,850,50
1067,800,50
1067,750,50
1067,700,50
1067,650,50
1067,600,50
1067,550,50
1067,500,50
1067,450,50
1067,400,50
1067,350,50
1067,300,50
1067,250,50
1067,200,37.5
1067,175,25
1067,150,25
1067,125,25
1067,100,22.5
1067,80,15
1067,70,10
1067,60,10
1067,50,10
1067,40,10
1067,30,7.5
1067,25,5
1067,20,2.5
1068,1000,93
1068,950,50
1068,900,50
1068,850,50
1068,800,50
1068,750,50
1068,700,50
1068,650,50
1068,600,50
1068,550,50
1068,500,50
1068,450,50
1068,400,50
1068,350,50
1068,300,50
1068,250,50
1068,200,37.5
1068,175,25
1068,150,25
1068,125,25
1068,100,22.5
1068,80,15
1068,70,10
1068,60,10
1068,50,10
1068,40,10
1068,30,7.5
1068,25,5
1068,20,2.5
1069,1000,94
1069,950,50
1069,900,50
1069,850,50
1069,800,50
1069,750,50
1069,700,50
1069,650,50
1069,600,50
1069,550,50
1069,500,50
1069,450,50
1069,400,50
1069,350,50
1069,300,50
1069,250,50
1069,200,37.5
1069,175,25
1069,150,25
1069,125,25
1069,100,22.5
1069,80,15
1069,70,10
1069,60,10
1069,50,10
1069,40,10
1069,30,7.5
1069,25,5
1069,20,2.5
1070,1000,95
1070,950,50
1070,900,50
1070,850,50
1070,800,50
1070,750,50
1070,700,50
1070,650,50
1070,600,50
1070,550,50
1070,500,50
1070,450,50
1070,400,50
1070,350,50
1070,300,50
1070,250,50
1070,200,37.5
1070,175,25
1070,150,25
1070,125,25
1070,100,22.5
1070,80,15
1070,70,10
1070,60,10
1070,50,10
1070,40,10
1070,30,7.5
1070,25,5
1070,20,2.5
1071,1000,96
1071,950,50
1071,900,50
1071,850,50
1071,800,50
1071,750,50
1071,700,50
1071,650,50
1071,600,50
1071,550,50
1071,500,50
1071,450,50
1071,400,50
1071,350,50
1071,300,50
1071,250,50
1071,200,37.5
1071,175,25
1071,150,25
1071,125,25
1071,100,22.5
1071,80,15
1071,70,10
1071,60,10
1071,50,10
1071,40,10
1071,30,7.5
1071,25,5
1071,20,2.5
1072,1000,97
1072,950,50
1072,900,50
1072,850,50
1072,800,50
1072,750,50
1072,700,50
1072,650,50
1072,600,50
1072,550,50
1072,500,50
1072,450,50
1072,400,50
1072,350,50
1072,300,50
1072,250,50
1072,200,37.5
1072,175,25
1072,150,25
1072,125,25
1072,100,22.5
1072,80,15
1072,70,10
1072,60,10
1072,50,10
1072,40,10
1072,30,7.5
1072,25,5
1072,20,2.5
1073,1000,98
1073,950,50
1073,900,50
1073,850,50
1073,800,50
1073,750,50
1073,700,50
1073,650,50
1073,600,50
1073,550,50
1073,500,50
1073,450,50
1073,400,50
1073,350,50
1073,300,50
1073,250,50
1073,200,37.5
1073,175,25
1073,150,25
1073,125,25
1073,100,22.5
1073,80,15
1073,70,10
1073,60,10
1073,50,10
1073,40,10
1073,30,7.5
1073,25,5
1073,20,2.5
1074,1000,99
1074,950,50
1074,900,50
1074,850,50
1074,800,50
1074,750,50
1074,700,50
1074,650,50
1074,600,50
1074,550,50
1074,500,50
1074,450,50
1074,400,50
1074,350,50
1074,300,50
1074,250,50
1074,200,37.5
1074,175,25
1074,150,25
1074,125,25
1074,100,22.5
1074,80,15
1074,70,10
1074,60,10
1074,50,10
1074,40,10
1074,30,7.5
1074,25,5
1074,20,2.5
1075,1000,100
1075,950,50
1075,900,50
1075,850,50
1075,800,50
1075,750,50
1075,700,50
1075,650,50
1075,600,50
1075,550,50
1075,500,50
1075,450,50
1075,400,50
1075,350,50
1075,300,50
1075,250,50
1075,200,37.5
1075,175,25
1075,150,25
1075,125,25
1075,100,22.5
1075,80,15
1075,70,10
1075,60,10
1075,50,10
1075,40,10
1075,30,7.5
1075,25,5
1075,20,2.5
1076,1000,101
1076,950,50
1076,900,50
1076,850,50
1076,800,50
1076,750,50
1076,700,50
1076,650,50
1076,600,50
1076,550,50
1076,500,50
1076,450,50
1076,400,50
1076,350,50
1076,300,50
1076,250,50
1076,200,37.5
1076,175,25
1076,150,25
1076,125,25
1076,100,22.5
1076,80,15
1076,70,10
1076,60,10
1076,50,10
1076,40,10
1076,30,7.5
